Path,Purpose,Status,Created,Last Modified,Last Modified By,Size,Imported By,Imports,Has ML Patterns,Touches Kernel,Touches L5,Production Deploy Artifact
epoch_activation_readiness_latest.json,JSON data/config: epoch_activation_readiness_latest.json,UNKNOWN,untracked,untracked,untracked,77 lines,web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,NO,NO,NO
epoch_projection_join_contract_latest.md,Documentation: epoch projection join contract latest,UNKNOWN,untracked,untracked,untracked,21 lines,corpora/production_shell_system_reference_v2.md; web/scripts/build_a54s_contract_artifacts.mjs,,NO,NO,NO,NO
epoch_runtime_join_semantics_latest.md,Documentation: epoch runtime join semantics latest,UNKNOWN,untracked,untracked,untracked,45 lines,web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,NO,NO,NO
epoch_sidecar_projection_contract_latest.md,Documentation: epoch sidecar projection contract latest,UNKNOWN,untracked,untracked,untracked,57 lines,web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,NO,NO,NO
epoch_state_contract_latest.json,JSON data/config: epoch_state_contract_latest.json,UNKNOWN,untracked,untracked,untracked,94 lines,corpora/production_shell_system_reference_v2.md; web/scripts/build_a54s_contract_artifacts.mjs,,NO,NO,NO,NO
epoch_state_contract_latest.md,Documentation: epoch state contract latest,UNKNOWN,untracked,untracked,untracked,26 lines,corpora/production_shell_system_reference_v2.md; web/scripts/build_a54s_contract_artifacts.mjs,,NO,NO,NO,NO
epoch_state_enum_registry_latest.json,JSON data/config: epoch_state_enum_registry_latest.json,UNKNOWN,untracked,untracked,untracked,152 lines,TFE_5_3_Implementation_Plan_v2_5.md; web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,YES,NO,NO
epoch_state_enum_registry_latest.md,Documentation: epoch state enum registry latest,UNKNOWN,untracked,untracked,untracked,64 lines,TFE_5_3_Implementation_Plan_v2_5.md; web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,YES,NO,NO
epoch_state_runtime_readiness_latest.json,JSON data/config: epoch_state_runtime_readiness_latest.json,UNKNOWN,untracked,untracked,untracked,32 lines,corpora/production_shell_system_reference_v2.md; epoch_runtime_join_semantics_latest.md; epoch_sidecar_projection_contract_latest.md; web/scripts/build_a54s_contract_artifacts.mjs; web/scripts/build_a55_activation_readiness_artifacts.mjs,,NO,NO,NO,NO
epoch_structural_analysis.txt,Text: epoch_structural_analysis.txt,UNKNOWN,2026-05-03,2026-05-03,Codex,1340 lines,tfe_epoch_structural_history.py,,NO,NO,NO,NO
epoch_structural_history.json,JSON data/config: epoch_structural_history.json,UNKNOWN,2026-05-03,2026-05-03,Codex,30630 lines,tfe_epoch_structural_history.py,,NO,NO,NO,NO
exact_match_recovery_audit_latest.json,JSON data/config: exact_match_recovery_audit_latest.json,UNKNOWN,untracked,untracked,untracked,409 lines,web/scripts/build_exact_match_recovery_audit.mjs,,NO,NO,NO,NO
exact_match_recovery_audit_latest.md,Documentation: exact match recovery audit latest,UNKNOWN,untracked,untracked,untracked,60 lines,web/scripts/build_exact_match_recovery_audit.mjs,,NO,NO,NO,NO
exact_path_alignment_admin_route_check_latest.json,JSON data/config: exact_path_alignment_admin_route_check_latest.json,UNKNOWN,untracked,untracked,untracked,109 lines,web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/scripts/run_exact_path_alignment_admin_route_check.ts,,NO,NO,NO,NO
exact_path_alignment_contract_latest.md,Documentation: exact path alignment contract latest,UNKNOWN,untracked,untracked,untracked,63 lines,exact_path_alignment_admin_route_check_latest.json; exact_path_alignment_readiness_latest.json; web/scripts/build_exact_path_alignment_artifacts.mjs; web/src/app/api/admin/exact-path-alignment/route.ts,,NO,NO,NO,NO
exact_path_alignment_phase3_adoption_latest.json,JSON data/config: exact_path_alignment_phase3_adoption_latest.json,UNKNOWN,untracked,untracked,untracked,25 lines,web/scripts/build_exact_path_alignment_phase3_artifacts.mjs,,NO,NO,NO,NO
exact_path_alignment_phase3_adoption_latest.md,Documentation: exact path alignment phase3 adoption latest,UNKNOWN,untracked,untracked,untracked,31 lines,web/scripts/build_exact_path_alignment_phase3_artifacts.mjs,,NO,NO,NO,NO
exact_path_alignment_post_adoption_verification_latest.json,JSON data/config: exact_path_alignment_post_adoption_verification_latest.json,UNKNOWN,untracked,untracked,untracked,1432 lines,web/scripts/build_exact_path_alignment_phase3_artifacts.mjs,,NO,NO,NO,NO
exact_path_alignment_readiness_latest.json,JSON data/config: exact_path_alignment_readiness_latest.json,UNKNOWN,untracked,untracked,untracked,57 lines,exact_path_alignment_admin_route_check_latest.json; exact_path_alignment_phase3_adoption_latest.json; heuristics_registry_v1.json; information_event_registry_v1.json; sector_sphere_coupling_registry_v1.json; setup_registry_v1.json; strategy_registry_v1.json; web/scripts/build_exact_path_alignment_artifacts.mjs; web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/src/app/api/admin/exact-path-alignment/route.ts,,NO,NO,NO,NO
exact_path_alignment_shadow_latest.json,JSON data/config: exact_path_alignment_shadow_latest.json,UNKNOWN,untracked,untracked,untracked,440 lines,exact_path_alignment_admin_route_check_latest.json; exact_path_alignment_readiness_latest.json; web/scripts/build_exact_path_alignment_artifacts.mjs; web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/src/app/api/admin/exact-path-alignment/route.ts,,NO,NO,NO,NO
exact_path_alignment_shadow_latest.md,Documentation: exact path alignment shadow latest,UNKNOWN,untracked,untracked,untracked,42 lines,exact_path_alignment_admin_route_check_latest.json; exact_path_alignment_readiness_latest.json; web/scripts/build_exact_path_alignment_artifacts.mjs; web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/src/app/api/admin/exact-path-alignment/route.ts,,NO,NO,NO,NO
expanded_universe_l5.csv,CSV data: expanded_universe_l5.csv,UNKNOWN,2026-03-26,2026-03-26,Codex,145 lines,,,NO,NO,YES,NO
full_universe_index_freeze_dataset.py,Freeze a deterministic full-universe replay dataset for policy learning/evaluation.,UNKNOWN,2026-03-21,2026-03-21,Codex,256 lines,,__future__; aws_root_key_provider; ses_core; tfe_market_data_service; tfe_ses_core_adapter; unified_market_data_service,NO,NO,NO,NO
g32_horse_race.py,G32 horse race ML model comparison (DEAD from ChatGPT ML period),DEAD,2026-02-22,2026-02-22,TFE Bot,958 lines,.dockerignore; KERNEL_PHILOSOPHY.md; OVERNIGHT_DELIVERY_SPEC.md; PROJECT_REALIGNMENT_PROTOCOL.md; deploy_run.log; g32_horse_race_loop_runner.py; g32_insanity_loop_runner.py; g32_mom_irf_loop_runner.py; g32_thoroughbred_loop_runner.py; horse_race_status.py,__future__,NO,NO,NO,NO
g32_horse_race_loop_runner.py,G32 horse race loop runner (DEAD from ML period),DEAD,2026-02-22,2026-02-22,TFE Bot,300 lines,.dockerignore; KERNEL_PHILOSOPHY.md; deploy_run.log,__future__,NO,NO,NO,NO
g32_insanity_loop_runner.py,G32 insanity loop runner (DEAD from ML period),DEAD,2026-03-21,2026-03-21,Codex,1210 lines,KERNEL_PHILOSOPHY.md; OVERNIGHT_DELIVERY_SPEC.md,__future__,NO,NO,NO,NO
g32_mom_irf_loop_runner.py,G32 momentum IRF loop runner (DEAD from ML period),DEAD,2026-02-22,2026-03-13,Codex,1333 lines,.dockerignore; KERNEL_PHILOSOPHY.md; OVERNIGHT_DELIVERY_SPEC.md; deploy_run.log; tools/refresh_failure_protocol.py,__future__,NO,NO,NO,NO
g32_state.json,G32 state persistence file (DEAD from ML period),DEAD,untracked,untracked,untracked,19 lines,.gitignore; KERNEL_PHILOSOPHY.md; TFE_STATE_OF_SYSTEM_AND_3WA_RISK_ASSESSMENT.md; docs/VALIDATION_ENVIRONMENT_SPEC.md; rebuild_uf_snapshot.py; run_refresh_with_l5_learning.py; tfe_epoch_resonance_shield.py; tfe_g32_coordinator.py; web/scripts/execution/ch2_strategist.mjs; web/scripts/execution/ch3_scalp_strategist.mjs,,NO,NO,NO,NO
g32_thoroughbred_loop_runner.py,G32 thoroughbred loop runner (DEAD from ML period),DEAD,2026-03-21,2026-03-21,Codex,1210 lines,KERNEL_PHILOSOPHY.md; OVERNIGHT_DELIVERY_SPEC.md,__future__,NO,NO,NO,NO
heuristics_registry_v1.json,JSON data/config: heuristics_registry_v1.json,UNKNOWN,2026-03-21,2026-03-21,Codex,64 lines,TFE_5_3_Implementation_Plan_v2_4.md; admin_rulebook_coverage_latest.json; web/scripts/build_admin_rulebook_coverage_artifacts.mjs; web_user_data/TFE_5_3_Implementation_Plan_v2_4.md,,NO,NO,NO,NO
horse_race_status.py,Horse race status tracker (DEAD from ML period),DEAD,2026-02-22,2026-02-22,TFE Bot,146 lines,.dockerignore; deploy_run.log,__future__,NO,NO,NO,NO
information_event_registry_v1.json,JSON data/config: information_event_registry_v1.json,ACTIVE-PROD,2026-03-21,2026-03-21,Codex,84 lines,.dockerignore; TFE_5_3_Implementation_Plan_v2_4.md; admin_rulebook_coverage_latest.json; web/Dockerfile; web/scripts/build_admin_rulebook_coverage_artifacts.mjs; web_user_data/TFE_5_3_Implementation_Plan_v2_4.md,,NO,NO,NO,YES
ingestion_pipeline_verification_latest.json,JSON data/config: ingestion_pipeline_verification_latest.json,UNKNOWN,untracked,untracked,untracked,198 lines,web/src/app/api/admin/system-status/route.ts,,NO,NO,NO,NO
intraday_test_cases.json,JSON data/config: intraday_test_cases.json,UNKNOWN,2026-05-03,2026-05-03,Codex,722 lines,,,NO,NO,NO,NO
l0_l4_integrity_probe.py,L0-L4 pipeline integrity probe,UNKNOWN,2026-03-26,2026-03-26,Codex,64 lines,,,NO,YES,NO,NO
l5_backtest_vs_spy_5y.json,JSON data/config: l5_backtest_vs_spy_5y.json,UNKNOWN,untracked,untracked,untracked,80 lines,.gitignore; PROJECT_REALIGNMENT_PROTOCOL.md,,NO,NO,YES,NO
l5_postgres_io.py,L5 PostgreSQL I/O operations,UNKNOWN,2026-03-13,2026-03-13,Codex,587 lines,.dockerignore; L5_CURRENT_SYSTEM_FULL_SPEC.md; deploy_run.log; tools/l5_db_native_preflight.py,__future__,NO,NO,YES,NO
live_accumulate_safe_history_l5.csv,CSV data: live_accumulate_safe_history_l5.csv,UNKNOWN,2026-03-26,2026-03-26,Codex,687 lines,,,NO,NO,YES,NO
live_accumulate_universe_l5.csv,CSV data: live_accumulate_universe_l5.csv,UNKNOWN,2026-03-26,2026-03-26,Codex,535 lines,,,NO,NO,YES,NO
live_quote_publication_alignment_verification_latest.json,JSON data/config: live_quote_publication_alignment_verification_latest.json,UNKNOWN,untracked,untracked,untracked,203 lines,TFE_5_3_Implementation Plan v2.6.md,,NO,NO,NO,NO
live_quote_publish_run_latest.json,JSON data/config: live_quote_publish_run_latest.json,UNKNOWN,untracked,untracked,untracked,75 lines,TFE_5_3_Implementation Plan v2.6.md,,NO,NO,NO,NO
live_quote_publish_run_latest.md,Documentation: live quote publish run latest,UNKNOWN,untracked,untracked,untracked,55 lines,TFE_5_3_Implementation Plan v2.6.md,,NO,NO,NO,NO
load-readonly-env.sh,Shell script: load-readonly-env.sh,UNKNOWN,2026-03-21,2026-03-29,Codex,54 lines,DEPLOYMENT_REFERENCE.md; load-refresh-approval-env.sh; readonly-production-verification-path.json; tools/open_db_tunnel.sh; tools/run_local_sync_via_tunnel.sh; tools/verify_refresh_phase_truth_readonly.py,,NO,NO,NO,NO
load-refresh-approval-env.sh,Shell script: load-refresh-approval-env.sh,UNKNOWN,2026-03-21,2026-03-21,Codex,11 lines,DEPLOYMENT_REFERENCE.md; readonly-production-verification-path.json,,NO,NO,NO,NO
long_side_activation_readiness_latest.json,JSON data/config: long_side_activation_readiness_latest.json,UNKNOWN,untracked,untracked,untracked,292 lines,web/scripts/build_a55_activation_readiness_artifacts.mjs; web/scripts/build_long_side_rulebook_decomposition_artifacts.mjs,,NO,NO,NO,NO
long_side_rulebook_decomposition_latest.json,JSON data/config: long_side_rulebook_decomposition_latest.json,UNKNOWN,untracked,untracked,untracked,800 lines,blocked_family_field_contracts_latest.json; long_side_subfamily_blocked_dependency_matrix_latest.json; long_side_subfamily_contracts_latest.json; quote_field_contracts_latest.json; snapshot_event_contracts_latest.json; web/scripts/build_blocked_family_field_contract_artifacts.mjs; web/scripts/build_long_side_rulebook_decomposition_artifacts.mjs; web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_rulebook_decomposition_latest.md,Documentation: long side rulebook decomposition latest,UNKNOWN,untracked,untracked,untracked,34 lines,blocked_family_field_contracts_latest.json; long_side_subfamily_blocked_dependency_matrix_latest.json; long_side_subfamily_contracts_latest.json; quote_field_contracts_latest.json; snapshot_event_contracts_latest.json; web/scripts/build_blocked_family_field_contract_artifacts.mjs; web/scripts/build_long_side_rulebook_decomposition_artifacts.mjs; web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_subfamily_activation_readiness_latest.json,JSON data/config: long_side_subfamily_activation_readiness_latest.json,UNKNOWN,untracked,untracked,untracked,188 lines,web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_subfamily_blocked_dependency_matrix_latest.json,JSON data/config: long_side_subfamily_blocked_dependency_matrix_latest.json,UNKNOWN,untracked,untracked,untracked,623 lines,blocked_family_field_contracts_latest.json; quote_field_contracts_latest.json; snapshot_event_contracts_latest.json; web/scripts/build_blocked_family_field_contract_artifacts.mjs; web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_subfamily_contracts_latest.json,JSON data/config: long_side_subfamily_contracts_latest.json,UNKNOWN,untracked,untracked,untracked,374 lines,web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_subfamily_contracts_latest.md,Documentation: long side subfamily contracts latest,UNKNOWN,untracked,untracked,untracked,65 lines,web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
long_side_subfamily_hierarchy_latest.json,JSON data/config: long_side_subfamily_hierarchy_latest.json,UNKNOWN,untracked,untracked,untracked,87 lines,web/scripts/build_long_side_subfamily_contract_artifacts.mjs,,NO,NO,NO,NO
market.py,Market data utilities,UNKNOWN,2026-02-12,2026-03-21,Codex,89 lines,$AUDIT_DIR/portfolio.body.txt; $AUDIT_DIR/watchlist_chart_calm.body.txt; .dockerignore; AGENTS.md; Archieve_2/Arc1_data_loader.py; DB_NATIVE_MIGRATION_CONTRACT.md; DSF_CLEAN_WALKFORWARD_REPLAY_WITH_SYMBOL_MEMORY_V1.md; DSF_PRIMITIVE_INTERPRETATION_RECOVERY.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; KERNEL_PHILOSOPHY.md,pandas,NO,NO,NO,NO
market_data/BTC.csv,Market data: BTC.csv,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,731 lines,,,NO,NO,NO,YES
market_data/QQQ.csv,Market data: QQQ.csv,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,1256 lines,,,NO,NO,NO,YES
market_data/SPY.csv,Market data: SPY.csv,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,1256 lines,,,NO,NO,NO,YES
massive_market_data_service.py,Market data service for massive universe scanning,ACTIVE-PROD,2026-02-12,2026-03-29,Codex,360 lines,.dockerignore; deploy_run.log; real_world_cleaned_universe_l5_primitive_only_row_trace_export.py; tfe_market_data_factory.py; unified_market_data_service.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,__future__; dotenv; requests; tfe_market_data_service,NO,NO,NO,YES
massive_tickers_raw.json,JSON data/config: massive_tickers_raw.json,UNKNOWN,2026-02-12,2026-03-21,Codex,13431 lines,,,NO,NO,NO,NO
massive_universe_cache.py,Cache builder for massive universe stock data,ACTIVE-PROD,2026-02-12,2026-04-02,Codex,218 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; massive_universe_cache_etf.py; real_world_cleaned_universe_l5_primitive_only_row_trace_export.py; real_world_cleaned_universe_l5_row_trace_export.py; rebuild_uf_snapshot.py; tools/freeze_production_primitive_rowtrace_fixed_snapshot.py; tools/freeze_production_primitive_rowtrace_parallel.py,__future__; dotenv; requests,NO,NO,NO,YES
massive_universe_cache_etf.py,Cache builder for massive universe ETF data,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,102 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; rebuild_uf_snapshot.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,__future__; massive_universe_cache,NO,NO,NO,YES
massive_universe_crypto.json,JSON data/config: massive_universe_crypto.json,ACTIVE-PROD,2026-02-12,2026-04-01,Codex,27 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; massive_universe_crypto.py; rebuild_uf_snapshot.py; tools/l0_phase1_sync_postgres.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,,NO,NO,NO,YES
massive_universe_crypto.py,Crypto universe builder,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,52 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; rebuild_uf_snapshot.py; tools/l0_phase1_sync_postgres.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,__future__,NO,NO,NO,YES
massive_universe_etf.json,JSON data/config: massive_universe_etf.json,ACTIVE-PROD,2026-02-12,2026-03-29,Codex,66271 lines,.dockerignore; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; massive_universe_cache_etf.py; tools/l0_phase1_sync_postgres.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,,NO,NO,NO,YES
massive_universe_index.json,JSON data/config: massive_universe_index.json,ACTIVE-PROD,2026-02-12,2026-04-01,Codex,12 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; massive_universe_index.py; rebuild_uf_snapshot.py; tools/l0_phase1_sync_postgres.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,,NO,NO,NO,YES
massive_universe_index.py,Index universe builder,ACTIVE-PROD,2026-02-12,2026-02-22,TFE Bot,48 lines,.dockerignore; Archieve_2/ARC_rebuild_uf_snapshot.py; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; rebuild_uf_snapshot.py; tools/l0_phase1_sync_postgres.py; web/Dockerfile; web/scripts/pre_ingestion_completeness_check.py,__future__,NO,NO,NO,YES
massive_universe_stocks.json,JSON data/config: massive_universe_stocks.json,ACTIVE-PROD,2026-02-12,2026-03-29,Codex,167870 lines,.dockerignore; DB_NATIVE_MIGRATION_CONTRACT.md; deploy_run.log; docs/VALIDATION_ENVIRONMENT_SPEC.md; massive_universe_cache.py; quarantine_12k_ingest.py; recovered_versions/quarantine_12k_ingest.py; tools/l0_phase1_sync_postgres.py; tools/validation_env_refresh.py; web/Dockerfile,,NO,NO,NO,YES
not_math (1).pdf,PDF document: not_math (1).pdf,UNKNOWN,2026-03-21,2026-03-21,Codex,221095 bytes,,,NO,NO,NO,NO
pages/Arcloom_w3_1_mix_architecture_pure_and_hybid.pdf,PDF document: Arcloom_w3_1_mix_architecture_pure_and_hybid.pdf,UNKNOWN,2026-04-23,2026-04-23,Codex,198920 bytes,,,NO,NO,NO,NO
policy_h60_overrides_candidate.json,JSON data/config: policy_h60_overrides_candidate.json,UNKNOWN,2026-03-21,2026-03-21,Codex,18 lines,,,NO,NO,NO,NO
policy_horizon_overrides_oos_holdout.json,JSON data/config: policy_horizon_overrides_oos_holdout.json,UNKNOWN,2026-03-21,2026-03-21,Codex,16 lines,tools/h60_oos_holdout_validation.py,,NO,NO,NO,NO
policy_horizon_overrides_oos_holdout_tf065.json,JSON data/config: policy_horizon_overrides_oos_holdout_tf065.json,UNKNOWN,2026-03-21,2026-03-21,Codex,11 lines,,,NO,NO,NO,NO
portfolio.py,Portfolio data structures,UNKNOWN,2026-02-12,2026-03-21,Codex,91 lines,$AUDIT_DIR/account_page.body.txt; $AUDIT_DIR/portfolio.body.txt; .gitignore; Archieve_2/Arc1_data_loader.py; DB_NATIVE_MIGRATION_CONTRACT.md; FRONTEND_MIGRATION_PLAN.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; TFE_5_3_Implementation Plan v2.6.md,numpy; pandas,NO,NO,NO,NO
portfolio_manual.json,JSON data/config: portfolio_manual.json,UNKNOWN,untracked,untracked,untracked,53 lines,$AUDIT_DIR/portfolio.body.txt; .gitignore; coc_events_dev.log; rebuild_uf_snapshot.py; web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/scripts/pre_ingestion_completeness_check.py; web/src/app/api/admin/system-status/route.ts; web/src/lib/portfolio-store.ts; web/src/lib/step1/source-package-identities.ts,,NO,NO,NO,NO
portfolio_valuation_engine.py,Portfolio valuation and P&L calculation engine,UNKNOWN,2026-02-12,2026-03-21,Codex,147 lines,tfe_portfolio_api.py,__future__; pandas; tfe_market_data,NO,NO,NO,NO
price_cache.py,Price caching layer,UNKNOWN,2026-02-12,2026-03-21,Codex,71 lines,,__future__; tfe_market_data,NO,NO,NO,NO
promotion_gate_fallback_integration_latest.md,Documentation: promotion gate fallback integration latest,UNKNOWN,untracked,untracked,untracked,38 lines,exact_path_alignment_phase3_adoption_latest.json; web/scripts/build_exact_path_alignment_phase3_artifacts.mjs; web/scripts/build_typed_fallback_ladder_artifacts.mjs,,NO,NO,NO,NO
provenance_persistence_parity_latest.json,JSON data/config: provenance_persistence_parity_latest.json,UNKNOWN,untracked,untracked,untracked,58 lines,corpora/production_shell_system_reference_v2.md; web/scripts/run_a3_surgical_sync_and_parity.mjs; web/scripts/run_provenance_persistence_parity_audit.mjs; web/src/app/api/admin/model-accuracy/route.ts,,NO,NO,NO,NO
provenance_persistence_parity_latest.md,Documentation: provenance persistence parity latest,UNKNOWN,untracked,untracked,untracked,66 lines,corpora/production_shell_system_reference_v2.md; web/scripts/run_a3_surgical_sync_and_parity.mjs; web/scripts/run_provenance_persistence_parity_audit.mjs; web/src/app/api/admin/model-accuracy/route.ts,,NO,NO,NO,NO
pscf_policy_runtime.only_c.tmp.json,JSON data/config: pscf_policy_runtime.only_c.tmp.json,UNKNOWN,untracked,untracked,untracked,17300 lines,,,NO,NO,NO,NO
quarantine_12k_governed_l5_trades.csv,CSV data: quarantine_12k_governed_l5_trades.csv,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,1 lines,LOAD_DIRECTIVE_NEXT_CHAT.md; quarantine_backtester.py; recovered_versions/quarantine_backtester.py; tools/structural_fingerprint_test.py,,NO,NO,YES,NO
quarantine_12k_governed_states.parquet,File: quarantine_12k_governed_states.parquet,SUPPORT-TOOL,untracked,untracked,untracked,1062361931 bytes,.gitignore; LOAD_DIRECTIVE_NEXT_CHAT.md; TFE_SOURCE_PACKAGE_FOR_REVIEW.md; quarantine_backtester.py; quarantine_base_pool_truth.py; quarantine_bottleneck_diagnostic.py; quarantine_governance_sweeper.py; quarantine_historical_kernel.py; quarantine_primitive_governance_join.py; quarantine_sequential_filter.py,,NO,NO,NO,NO
quarantine_12k_ingest.py,Python module: quarantine_12k_ingest.py,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,283 lines,,pandas; pyarrow; requests; yfinance,NO,NO,NO,NO
quarantine_12k_l5_trades.csv,CSV data: quarantine_12k_l5_trades.csv,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,7659 lines,KERNEL_PHILOSOPHY.md; LOAD_DIRECTIVE_NEXT_CHAT.md; TFE_SOURCE_PACKAGE_FOR_REVIEW.md; quarantine_primitive_governance_join.py; quarantine_sequential_filter.py; recovered_versions/quarantine_primitive_governance_join.py; recovered_versions/quarantine_sequential_filter.py; tools/structural_fingerprint_test.py; web/scripts/execution/financial_rules.mjs,,NO,NO,YES,NO
quarantine_12k_universe.parquet,File: quarantine_12k_universe.parquet,SUPPORT-TOOL,untracked,untracked,untracked,202515162 bytes,.gitignore; LOAD_DIRECTIVE_NEXT_CHAT.md; TFE_SOURCE_PACKAGE_FOR_REVIEW.md; quarantine_12k_ingest.py; quarantine_backtester.py; quarantine_base_pool_truth.py; quarantine_bottleneck_diagnostic.py; quarantine_governance_sweeper.py; quarantine_historical_kernel.py; recovered_versions/quarantine_12k_ingest.py,,NO,NO,NO,NO
quarantine_backtester.py,Quarantine backtesting tool for filter validation,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,65 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,pandas,NO,NO,NO,NO
quarantine_base_pool_truth.py,Python module: quarantine_base_pool_truth.py,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,99 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,pandas,NO,NO,NO,NO
quarantine_bottleneck_diagnostic.py,Python module: quarantine_bottleneck_diagnostic.py,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,64 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,pandas,NO,NO,NO,NO
quarantine_governance_sweeper.py,Python module: quarantine_governance_sweeper.py,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,105 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,pandas,NO,NO,NO,NO
quarantine_historical_kernel.py,Historical kernel analysis in quarantine,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,535 lines,LOAD_DIRECTIVE_NEXT_CHAT.md; TFE_SOURCE_PACKAGE_FOR_REVIEW.md; docs/CP0_CP2_L5_GAP_ANALYSIS.md; uf_mdg_snapshot.py,numpy; pandas; pyarrow,NO,NO,NO,NO
quarantine_ingest.py,Quarantine data ingestion,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,182 lines,,pandas; requests; yfinance,NO,NO,NO,NO
quarantine_l5_trades.csv,CSV data: quarantine_l5_trades.csv,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,189 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,YES,NO
quarantine_primitive_governance_join.py,Python module: quarantine_primitive_governance_join.py,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,68 lines,LOAD_DIRECTIVE_NEXT_CHAT.md,pandas,NO,NO,NO,NO
quarantine_sequential_filter.py,Sequential filter for quarantine analysis,SUPPORT-TOOL,2026-03-26,2026-03-26,Codex,80 lines,KERNEL_PHILOSOPHY.md; LOAD_DIRECTIVE_NEXT_CHAT.md; TFE_SOURCE_PACKAGE_FOR_REVIEW.md; uf_mdg_snapshot.py,pandas,NO,NO,NO,NO
quote_family_activation_blockers_latest.json,JSON data/config: quote_family_activation_blockers_latest.json,UNKNOWN,untracked,untracked,untracked,228 lines,web/scripts/build_a54s_contract_artifacts.mjs; web/scripts/build_a55_activation_readiness_artifacts.mjs; web/scripts/build_quote_freshness_root_cause_artifacts.mjs,,NO,NO,NO,NO
quote_field_contracts_latest.json,JSON data/config: quote_field_contracts_latest.json,UNKNOWN,untracked,untracked,untracked,1170 lines,web/scripts/build_a54s_contract_artifacts.mjs; web/scripts/build_blocked_family_field_contract_artifacts.mjs,,NO,NO,NO,NO
quote_freshness_activation_blocks_latest.json,JSON data/config: quote_freshness_activation_blocks_latest.json,UNKNOWN,untracked,untracked,untracked,41 lines,web/scripts/build_quote_freshness_root_cause_artifacts.mjs; web/scripts/build_quote_publication_alignment_fix_artifacts.py,,NO,NO,NO,NO
